id,age,job,work_experience(months),education,monthly_income,total_loans_count,active_loans_count,max_delay_days,possessions,count_dependents,marrige,credit_score
2870,28,worker,96,bachelor,201880,0,0,11,4,2,single,0.65
2871,39,worker,34,bachelor,309884,2,1,10,5,1,married,0.5
2872,18,worker,84,none,428148,4,1,9,3,0,single,0.59
2873,29,worker,52,bachelor,436043,0,0,12,5,1,single,0.6
2874,34,student,11,phd,190067,1,0,1,4,0,married,0.5
2875,25,entrepreneur,69,bachelor,1531112,2,1,3,10,1,married,0.69
2876,25,entrepreneur,180,bachelor,29150,6,3,8,1,3,married,0.53
2877,28,worker,24,master,536750,6,4,5,3,1,married,0.51
2878,37,worker,17,bachelor,584651,3,1,7,6,1,single,0.52
2879,33,student,22,master,141519,3,1,2,3,2,married,0.51
2880,18,student,4,bachelor,157139,2,1,9,3,0,single,0.5
2881,18,entrepreneur,133,none,393965,2,1,4,5,0,single,0.59
2882,28,worker,31,master,174232,0,0,16,2,0,married,0.47
2883,39,worker,68,bachelor,628208,4,2,8,8,3,married,0.61
2884,18,student,19,none,113200,3,2,59,2,0,single,0.31
2885,30,student,9,master,179387,1,0,8,3,0,married,0.47
2886,29,worker,91,bachelor,496929,3,2,0,5,2,married,0.7
2887,48,entrepreneur,178,master,911059,0,0,2,9,2,single,0.84
2888,31,unemployed,22,master,65400,2,0,2,3,0,married,0.49
2889,38,entrepreneur,22,phd,2831181,4,2,0,15,2,married,0.77
2890,36,unemployed,27,bachelor,0,4,3,25,3,2,married,0.41
2891,18,unemployed,30,bachelor,93027,4,3,9,2,0,single,0.41
2892,42,worker,77,bachelor,321873,1,0,16,4,3,married,0.48
2893,37,student,20,bachelor,75505,2,1,8,2,1,married,0.49
2894,40,entrepreneur,139,master,287233,2,0,19,5,0,married,0.61
2895,65,student,6,master,0,7,6,9,5,1,single,0.38
2896,18,worker,53,none,201518,1,0,0,4,0,single,0.52
2897,52,student,15,master,38469,2,1,0,6,2,married,0.54
2898,32,worker,51,bachelor,373361,1,0,5,5,2,single,0.55
2899,37,worker,52,bachelor,213000,5,4,10,4,1,married,0.48
2900,34,student,19,phd,172859,5,3,18,3,0,married,0.36
2901,30,worker,53,bachelor,415727,2,1,22,2,2,married,0.5
2902,29,entrepreneur,164,bachelor,875620,2,1,17,6,2,married,0.66
2903,38,worker,82,master,535942,4,2,1,6,2,married,0.58
2904,19,entrepreneur,104,none,384098,0,0,14,2,0,married,0.49
2905,42,student,7,master,208357,2,1,4,6,1,single,0.58
2906,30,student,16,bachelor,101253,3,0,19,3,0,married,0.4
2907,23,worker,42,bachelor,474546,4,2,17,5,0,single,0.59
2908,30,worker,68,bachelor,344045,2,1,10,6,0,single,0.53
2909,47,worker,34,bachelor,680482,2,1,24,7,2,married,0.53
2910,29,entrepreneur,69,bachelor,1494501,0,0,7,10,0,single,0.71
2911,38,entrepreneur,105,bachelor,202884,3,1,2,5,3,married,0.54
2912,27,unemployed,30,master,72567,1,0,10,1,2,married,0.58
2913,42,worker,91,master,393427,5,2,2,6,1,married,0.58
2914,41,student,13,bachelor,70826,3,1,14,5,1,single,0.49
2915,53,worker,94,master,540511,2,1,21,8,2,married,0.43
2916,33,student,3,master,144132,2,0,10,4,1,married,0.45
2917,41,worker,46,master,695799,5,3,6,6,2,married,0.54
2918,35,student,17,master,84743,3,2,30,3,1,married,0.41
2919,47,worker,49,bachelor,374337,2,1,15,5,0,divorsed,0.5
2920,27,student,8,bachelor,84750,3,1,6,3,0,married,0.56
2921,42,student,17,bachelor,55375,4,3,7,4,1,married,0.37
2922,33,worker,99,bachelor,394809,2,1,12,4,1,married,0.52
2923,34,worker,64,master,401941,2,0,5,6,2,married,0.54
2924,35,entrepreneur,121,bachelor,941324,3,1,5,6,2,married,0.62
2925,37,worker,8,master,509721,7,2,20,8,2,married,0.43
2926,33,student,6,bachelor,6319,1,0,4,4,1,married,0.4
2927,37,worker,87,bachelor,316182,2,1,49,6,2,single,0.32
2928,50,student,15,bachelor,117797,1,0,4,5,1,married,0.41
2929,44,entrepreneur,60,master,1505031,4,1,13,10,3,married,0.67
2930,43,entrepreneur,132,bachelor,235592,4,3,7,4,1,married,0.54
2931,30,student,5,bachelor,123504,4,2,0,3,1,married,0.48
2932,26,worker,94,master,586387,0,0,16,5,0,single,0.6
2933,44,unemployed,11,bachelor,19982,5,2,17,3,1,single,0.39
2934,43,worker,24,bachelor,581150,4,2,13,8,3,married,0.4
2935,49,entrepreneur,14,master,1654886,3,1,25,12,2,married,0.58
2936,28,worker,65,master,429960,6,3,0,4,0,single,0.55
2937,32,student,2,bachelor,692,1,0,3,2,3,married,0.58
2938,18,entrepreneur,40,bachelor,494547,2,0,42,4,0,single,0.4
2939,31,worker,80,bachelor,274332,3,1,7,2,0,single,0.57
2940,44,worker,75,bachelor,354572,0,0,3,5,0,married,0.57
2941,30,worker,88,master,527540,1,0,4,6,2,married,0.63
2942,41,worker,50,phd,867809,1,0,28,8,0,single,0.56
2943,33,entrepreneur,166,bachelor,1310508,4,1,12,8,1,married,0.8
2944,38,worker,74,bachelor,386840,3,2,1,5,1,divorsed,0.63
2945,23,worker,95,bachelor,573768,1,0,2,5,1,single,0.52
2946,35,entrepreneur,174,bachelor,422534,5,1,1,5,2,married,0.67
2947,18,worker,24,bachelor,699878,4,3,19,5,0,single,0.42
2948,33,worker,22,bachelor,285706,2,0,4,6,1,single,0.56
2949,18,entrepreneur,46,none,1800292,4,3,37,11,0,single,0.46
2950,47,unemployed,14,master,36985,4,3,39,4,2,married,0.31
2951,42,worker,82,master,1054741,6,2,10,8,2,married,0.56
2952,39,worker,83,bachelor,467618,2,1,11,5,2,divorsed,0.6
2953,50,entrepreneur,169,master,1538557,2,1,6,12,3,married,0.8
2954,25,entrepreneur,133,master,650899,3,1,5,6,1,single,0.66
2955,52,entrepreneur,59,bachelor,117783,7,3,4,4,1,single,0.56
2956,44,worker,62,master,321853,0,0,26,6,1,married,0.53
2957,32,worker,22,master,567207,2,1,5,5,4,married,0.54
2958,46,worker,20,bachelor,584627,4,3,33,6,3,married,0.44
2959,23,entrepreneur,139,bachelor,432301,3,2,15,4,0,single,0.66
2960,26,entrepreneur,123,bachelor,503835,1,0,2,6,0,single,0.68
2961,28,student,13,bachelor,97493,3,1,4,3,0,married,0.48
2962,29,worker,19,bachelor,568131,3,1,1,6,2,married,0.6
2963,24,worker,50,bachelor,386456,2,1,1,4,0,single,0.6
2964,47,unemployed,0,master,32727,5,4,8,4,1,divorsed,0.36
2965,32,worker,43,bachelor,514048,3,1,3,6,1,single,0.54
2966,38,worker,68,bachelor,441683,1,0,29,5,2,married,0.55
2967,29,student,22,bachelor,20955,3,2,4,1,0,single,0.49
2968,18,worker,80,none,298074,4,2,0,1,4,single,0.61
2969,37,student,10,bachelor,82533,4,1,1,3,0,single,0.49
2970,18,entrepreneur,59,none,0,2,1,4,2,1,married,0.6
2971,34,entrepreneur,165,bachelor,1528401,2,1,7,11,1,married,0.72
2972,21,worker,72,none,255886,1,0,0,2,1,single,0.64
2973,54,worker,30,bachelor,222098,5,2,4,6,4,divorsed,0.56
2974,44,entrepreneur,97,master,911124,1,0,13,8,3,divorsed,0.69
2975,36,worker,98,master,531930,4,3,1,4,0,married,0.61
2976,47,student,13,master,70548,4,2,1,3,2,married,0.54
2977,26,unemployed,25,bachelor,46114,0,0,3,2,0,single,0.56
2978,40,entrepreneur,173,bachelor,1356608,6,2,1,11,1,married,0.76
2979,36,entrepreneur,101,phd,176533,6,3,4,4,0,single,0.59
2980,37,student,8,bachelor,213766,4,2,12,3,0,married,0.46
2981,47,student,7,master,186548,0,0,40,6,2,married,0.42
2982,42,student,10,phd,184727,2,1,0,4,2,married,0.51
2983,37,student,6,master,130398,2,1,8,1,1,married,0.51
2984,18,entrepreneur,169,none,825056,4,2,2,5,0,single,0.75
2985,25,student,21,bachelor,139716,4,3,5,4,1,married,0.43
2986,33,entrepreneur,169,bachelor,452767,6,2,50,5,0,single,0.44
2987,35,worker,73,master,416988,6,4,49,4,0,married,0.3
2988,23,worker,63,bachelor,323961,3,2,9,2,2,single,0.55
2989,59,unemployed,22,master,4240,2,1,1,6,3,married,0.55
2990,50,student,13,bachelor,109400,5,2,6,4,2,married,0.5
2991,41,worker,82,master,601215,2,0,18,5,2,single,0.6
2992,35,worker,94,master,259122,1,0,8,3,2,married,0.61
2993,32,student,12,bachelor,138666,3,2,12,3,2,married,0.38
2994,25,worker,82,bachelor,334665,1,0,14,5,2,married,0.56
2995,35,worker,42,master,579449,4,3,6,7,0,divorsed,0.56
2996,37,worker,49,bachelor,319899,2,1,11,5,0,married,0.57
2997,22,entrepreneur,145,bachelor,1828221,1,0,1,13,1,single,0.84
2998,38,worker,31,bachelor,352902,2,0,4,6,2,married,0.59
2999,33,student,21,master,174979,4,1,7,6,2,married,0.52
3000,18,worker,19,none,141668,3,2,13,2,1,single,0.46
3001,26,student,7,bachelor,137239,3,1,6,3,3,married,0.39
3002,30,worker,29,master,579016,3,2,31,5,0,married,0.44
3003,53,worker,91,master,418298,1,0,3,7,3,married,0.66
3004,40,student,7,master,76638,3,2,1,4,1,married,0.42
3005,21,entrepreneur,178,none,959922,4,1,2,9,0,single,0.7
3006,39,unemployed,16,bachelor,63439,2,1,4,3,0,married,0.53
3007,19,entrepreneur,96,none,956963,2,0,7,7,1,single,0.71
3008,45,worker,68,phd,312808,6,3,3,6,1,married,0.48
3009,30,worker,31,bachelor,596932,1,0,20,6,0,single,0.5
3010,34,unemployed,9,bachelor,0,2,1,12,3,4,single,0.48
3011,48,worker,82,bachelor,703272,4,1,3,8,0,married,0.6
3012,22,entrepreneur,117,bachelor,1223443,2,1,14,8,1,single,0.67
3013,21,student,20,none,26250,3,2,8,0,1,single,0.36
3014,29,student,13,bachelor,90934,4,3,11,4,1,single,0.49
3015,45,entrepreneur,84,bachelor,216067,2,1,28,3,4,single,0.43
3016,19,entrepreneur,50,none,789216,3,2,2,7,0,single,0.61
3017,18,entrepreneur,133,none,1177811,1,0,25,8,1,single,0.61
3018,30,unemployed,30,phd,76800,4,2,12,3,0,married,0.35
3019,40,student,17,master,178688,1,0,2,4,3,divorsed,0.44
3020,47,student,15,bachelor,151132,1,0,23,6,1,married,0.42
3021,30,unemployed,7,bachelor,49648,3,1,5,4,2,married,0.49
3022,30,student,15,bachelor,102347,4,2,2,1,1,married,0.52
3023,46,worker,56,master,469947,4,2,3,4,3,married,0.55
3024,18,worker,20,none,447844,1,0,13,4,0,single,0.42
3025,31,student,14,phd,172939,1,0,28,3,0,single,0.34
3026,36,worker,43,master,363489,4,2,2,4,1,single,0.51
3027,39,worker,84,bachelor,543960,3,2,24,6,2,married,0.5
3028,29,entrepreneur,100,master,869755,2,1,0,6,0,single,0.7
3029,35,entrepreneur,82,master,1201607,5,3,1,9,2,married,0.64
3030,18,worker,95,none,283204,6,3,4,2,1,single,0.52
3031,28,worker,77,bachelor,164565,3,2,8,3,0,married,0.48
3032,39,worker,87,bachelor,362093,1,0,8,6,1,married,0.6
3033,25,student,20,bachelor,176983,3,1,0,2,0,married,0.54
3034,35,worker,21,bachelor,286932,6,5,0,4,2,divorsed,0.46
3035,39,student,14,bachelor,108383,2,1,10,4,3,divorsed,0.44
3036,31,student,2,bachelor,64671,4,2,5,3,1,married,0.45
3037,36,worker,70,bachelor,125923,5,4,6,5,3,married,0.59
3038,25,worker,18,master,611953,4,2,0,5,1,single,0.51
3039,32,student,21,master,135334,3,2,66,4,1,married,0.13
3040,41,worker,69,master,205291,2,1,8,5,2,married,0.52
3041,36,worker,66,bachelor,455313,2,1,24,6,1,married,0.5
3042,29,student,11,bachelor,129456,2,0,4,4,2,married,0.47
3043,37,unemployed,30,phd,89897,3,2,8,5,0,married,0.52
3044,42,student,8,bachelor,78716,3,2,5,4,2,married,0.39
3045,18,entrepreneur,147,bachelor,1378453,1,0,1,9,2,single,0.76
3046,46,student,4,bachelor,93133,2,1,5,4,3,married,0.47
3047,31,entrepreneur,56,master,818108,3,1,2,6,1,married,0.62
3048,39,student,1,master,130450,2,1,3,3,2,married,0.48
3049,46,entrepreneur,181,phd,0,4,3,13,4,1,married,0.57
3050,21,worker,43,none,256414,2,0,4,3,1,single,0.5
3051,27,entrepreneur,14,bachelor,2120256,2,1,13,13,1,single,0.64
3052,32,worker,51,bachelor,515517,1,0,40,5,1,married,0.35
3053,27,student,15,bachelor,157967,2,0,3,3,0,single,0.44
3054,52,entrepreneur,161,bachelor,839067,2,1,2,9,1,divorsed,0.67
3055,26,student,7,bachelor,143790,2,1,13,3,1,married,0.42
3056,29,unemployed,0,master,38926,1,0,8,4,1,single,0.47
3057,37,student,19,bachelor,196004,5,4,15,4,2,divorsed,0.51
3058,22,worker,37,master,606676,1,0,1,4,0,married,0.59
3059,31,entrepreneur,122,bachelor,585837,0,0,10,7,0,married,0.64
3060,38,worker,22,bachelor,381320,1,0,12,5,2,married,0.49
3061,31,student,23,master,42516,2,1,1,3,1,married,0.53
3062,34,entrepreneur,93,master,0,2,0,1,2,1,married,0.57
3063,29,entrepreneur,195,bachelor,116267,3,1,28,2,1,married,0.52
3064,19,unemployed,2,bachelor,45093,4,2,2,3,0,single,0.44
3065,38,worker,75,bachelor,385138,4,2,11,4,2,married,0.51
3066,52,worker,54,master,848588,4,1,7,8,2,married,0.65
3067,35,worker,60,master,429326,1,0,17,6,1,married,0.53
3068,37,worker,82,bachelor,402454,2,1,0,4,2,married,0.67
3069,41,entrepreneur,129,phd,0,4,1,0,5,1,divorsed,0.6
3070,22,worker,36,master,658435,5,2,13,6,2,single,0.54
3071,52,worker,86,phd,811365,2,1,21,9,1,married,0.57
3072,37,worker,26,master,617242,6,2,10,7,1,divorsed,0.45
3073,51,entrepreneur,27,master,631658,1,0,4,9,4,single,0.59
3074,27,unemployed,16,bachelor,60279,5,2,5,3,1,married,0.45
3075,53,worker,6,bachelor,205888,2,1,15,7,2,married,0.47
3076,42,worker,77,phd,343019,0,0,7,6,2,married,0.66
3077,40,entrepreneur,77,master,613414,2,0,11,6,3,married,0.56
3078,37,worker,42,bachelor,470874,4,2,29,5,1,single,0.41
3079,32,student,23,bachelor,73835,1,0,3,3,1,single,0.55
3080,47,student,19,master,115283,1,0,1,5,3,married,0.54
3081,36,student,14,bachelor,115436,4,2,18,3,1,single,0.37
3082,18,worker,67,none,275347,2,1,11,3,0,single,0.61
3083,23,entrepreneur,32,bachelor,586743,0,0,6,4,1,single,0.5
3084,33,worker,42,master,541050,4,2,8,6,0,married,0.53
3085,38,worker,40,bachelor,263575,4,3,24,5,1,married,0.48
3086,34,unemployed,5,bachelor,41801,2,0,31,4,1,married,0.35
3087,47,entrepreneur,192,master,1631639,1,0,0,13,2,married,0.89
3088,18,worker,20,bachelor,608847,1,0,12,4,0,single,0.49
3089,36,worker,47,bachelor,390866,2,1,36,4,2,married,0.4
3090,18,student,3,none,48508,3,1,2,3,1,single,0.45
3091,42,student,10,master,234523,3,2,1,4,1,married,0.55
3092,34,student,19,master,227684,4,3,1,5,1,married,0.52
3093,39,worker,44,bachelor,704264,0,0,5,6,1,married,0.57
3094,26,worker,84,bachelor,460734,2,1,15,3,0,single,0.53
3095,47,student,22,master,85364,4,2,7,6,2,married,0.53
3096,45,student,8,phd,101540,7,5,4,6,2,divorsed,0.48
3097,40,student,14,bachelor,81964,5,2,8,4,1,single,0.4
3098,33,worker,95,bachelor,499133,3,2,4,4,1,married,0.6
3099,40,worker,17,bachelor,300228,7,5,7,6,1,married,0.36
3100,27,worker,87,bachelor,441642,1,0,6,3,2,married,0.67
3101,43,worker,75,bachelor,508813,6,4,24,5,3,married,0.54
3102,51,worker,87,bachelor,300781,2,0,7,6,3,divorsed,0.54
3103,45,student,17,master,95411,0,0,10,4,3,single,0.55
3104,27,student,21,bachelor,83896,4,1,3,3,1,married,0.44
3105,38,entrepreneur,99,master,1688008,1,0,4,12,1,divorsed,0.75
3106,22,unemployed,5,bachelor,107360,6,5,37,2,2,single,0.3
3107,40,worker,33,master,648402,3,0,9,7,1,married,0.49
3108,39,unemployed,14,phd,0,2,0,3,6,2,divorsed,0.48
3109,18,worker,24,none,535016,6,4,0,4,0,single,0.54
3110,23,student,4,master,24323,6,4,9,2,0,single,0.32
3111,32,unemployed,31,bachelor,100278,2,1,0,4,2,married,0.62
3112,31,student,3,bachelor,40978,3,0,1,3,1,married,0.51
3113,22,worker,86,bachelor,391193,3,2,2,6,2,single,0.52
3114,38,worker,15,bachelor,298433,5,4,10,6,3,single,0.39
3115,37,worker,17,bachelor,478766,4,2,5,5,2,married,0.56
3116,33,worker,74,master,227170,2,1,13,3,1,married,0.56
3117,27,worker,12,bachelor,430126,6,4,2,4,3,married,0.52
3118,45,worker,49,master,450538,5,4,21,7,2,married,0.41
3119,51,worker,28,bachelor,447948,2,1,2,8,0,married,0.55
3120,30,worker,7,master,460749,3,2,0,6,2,married,0.53
3121,28,unemployed,29,bachelor,34803,2,1,6,2,2,married,0.5
3122,39,entrepreneur,127,phd,2380367,4,1,1,15,2,divorsed,0.89
3123,31,worker,42,bachelor,430090,4,3,5,6,1,single,0.59
3124,33,student,4,phd,150497,4,2,35,4,1,married,0.29
3125,42,entrepreneur,159,bachelor,154847,2,1,16,5,2,married,0.57
3126,18,student,11,none,67292,4,1,6,3,0,single,0.52
3127,48,student,11,bachelor,104270,2,1,13,5,3,married,0.47
3128,35,worker,75,master,311245,2,0,5,5,3,married,0.75
3129,30,entrepreneur,85,master,891315,1,0,0,9,0,married,0.7
3130,34,student,18,master,153574,3,1,16,3,2,married,0.48
3131,34,student,15,bachelor,173314,3,2,14,4,0,single,0.48
3132,18,worker,36,bachelor,496023,4,2,24,3,2,single,0.42
3133,49,worker,46,bachelor,512958,0,0,1,6,2,married,0.59
3134,35,worker,63,bachelor,366326,5,2,16,4,1,married,0.46
3135,39,worker,10,bachelor,516689,1,0,16,4,3,married,0.63
3136,44,worker,38,bachelor,262223,1,0,4,5,1,single,0.45
3137,24,student,10,master,27898,2,1,5,3,1,married,0.47
3138,39,student,18,bachelor,102241,2,1,5,3,0,married,0.6
3139,32,entrepreneur,43,bachelor,1763159,5,1,4,10,1,single,0.63
3140,43,entrepreneur,132,master,1430395,5,1,8,10,2,married,0.81
3141,18,student,22,bachelor,188700,5,4,7,1,0,single,0.41
3142,34,student,2,master,213886,2,1,8,5,2,single,0.41
3143,28,student,0,bachelor,67027,4,1,9,4,0,married,0.53
3144,39,worker,46,bachelor,357019,3,1,11,7,1,married,0.5
3145,39,entrepreneur,59,master,1470151,4,2,3,10,1,married,0.62
3146,27,worker,44,master,588589,2,1,2,6,0,married,0.51
3147,27,worker,10,bachelor,547820,4,2,7,5,1,married,0.6
3148,33,entrepreneur,88,bachelor,1754057,3,1,5,12,1,married,0.78
3149,26,unemployed,10,master,14321,3,1,12,3,0,married,0.42
3150,43,student,13,phd,116479,2,0,8,4,3,married,0.53
3151,31,student,21,bachelor,77716,4,1,11,2,4,married,0.45
3152,18,student,16,none,58472,1,0,2,1,0,single,0.47
3153,31,entrepreneur,23,master,3013757,1,0,46,15,0,single,0.63
3154,24,entrepreneur,64,bachelor,622340,0,0,2,5,0,single,0.6
3155,18,worker,60,none,147342,2,1,5,1,0,single,0.54
3156,22,student,20,bachelor,105622,2,0,12,2,1,single,0.53
3157,36,worker,26,bachelor,345588,2,1,0,6,0,divorsed,0.55
3158,48,worker,24,bachelor,490761,3,2,17,7,3,single,0.42
3159,38,worker,74,phd,479345,3,0,8,6,1,married,0.59
3160,28,worker,93,bachelor,471422,1,0,21,6,1,married,0.43
3161,39,student,7,master,74839,6,3,7,4,1,married,0.45
3162,30,entrepreneur,77,master,485384,6,3,0,4,0,single,0.59
3163,28,worker,64,bachelor,355683,3,1,6,4,1,married,0.51
3164,23,worker,54,master,567053,3,2,22,5,2,single,0.52
3165,18,student,1,none,4300,1,0,2,0,2,single,0.46
3166,31,entrepreneur,70,master,0,2,0,3,4,1,married,0.55
3167,36,worker,28,bachelor,288663,1,0,0,6,0,single,0.54
3168,34,unemployed,2,master,66100,3,1,19,2,1,single,0.47
3169,30,worker,61,bachelor,220844,3,2,20,3,1,married,0.4
3170,25,unemployed,19,bachelor,60669,2,1,1,2,1,single,0.5
3171,41,entrepreneur,69,bachelor,902500,2,0,2,9,0,married,0.61
3172,21,worker,93,none,299218,3,2,7,2,0,single,0.65
3173,42,unemployed,29,phd,70940,4,2,2,2,1,married,0.5
3174,24,worker,23,master,539723,2,1,2,6,0,single,0.49
3175,27,worker,66,bachelor,245616,3,2,5,1,1,single,0.52
3176,20,student,14,none,39839,2,0,8,3,0,single,0.54
3177,29,worker,42,bachelor,528652,3,1,0,5,2,married,0.6
3178,44,entrepreneur,193,bachelor,987647,1,0,21,9,3,married,0.65
3179,40,entrepreneur,124,master,346454,6,2,12,5,0,married,0.55
3180,44,student,13,phd,172769,4,1,0,4,2,married,0.57
3181,40,worker,70,bachelor,769566,6,5,8,7,4,married,0.47
3182,23,student,13,bachelor,97133,3,2,1,2,1,married,0.53
3183,31,worker,10,bachelor,329266,1,0,11,3,0,married,0.5
3184,27,student,3,bachelor,61989,4,2,2,3,0,married,0.43
3185,48,unemployed,29,master,7877,3,1,2,4,3,married,0.53
3186,23,student,0,bachelor,99228,4,1,18,4,0,married,0.37
3187,43,worker,68,master,543095,4,1,3,6,3,married,0.51
3188,43,entrepreneur,31,master,1554793,3,2,18,12,1,single,0.56
3189,53,worker,48,bachelor,130156,3,2,14,5,2,married,0.46
3190,30,student,15,bachelor,82923,2,0,3,2,2,married,0.59
3191,42,worker,90,bachelor,412573,6,2,11,6,4,married,0.5
3192,57,student,9,master,83801,3,2,0,6,3,married,0.4
3193,28,unemployed,11,master,45994,2,1,8,3,2,married,0.39
3194,19,worker,99,bachelor,317524,3,1,17,3,2,single,0.54
3195,18,worker,74,none,428141,2,0,18,5,0,single,0.48
3196,42,worker,79,master,708493,3,1,9,8,2,married,0.53
3197,18,student,23,none,109812,7,3,4,2,0,single,0.46
3198,31,entrepreneur,120,bachelor,506568,3,2,35,6,2,single,0.46
3199,39,unemployed,28,bachelor,79040,3,1,45,3,0,married,0.36
3200,36,entrepreneur,126,bachelor,1640012,4,1,0,12,2,married,0.81
3201,39,worker,44,master,668129,2,0,1,5,1,single,0.58
3202,37,worker,67,master,710972,3,2,37,7,2,divorsed,0.44
3203,47,student,15,bachelor,63850,3,1,50,4,2,single,0.39
3204,25,worker,11,bachelor,336889,3,1,28,2,2,married,0.54
3205,28,worker,79,bachelor,613054,2,1,0,4,3,married,0.76
3206,27,worker,47,bachelor,478942,5,2,10,5,1,single,0.53
3207,43,unemployed,25,bachelor,24978,4,1,0,4,1,married,0.5
3208,44,student,10,master,17553,1,0,6,3,3,married,0.42
3209,39,student,21,bachelor,138330,7,2,37,4,3,divorsed,0.39
3210,46,student,9,master,145220,1,0,20,3,0,married,0.45
3211,23,student,13,bachelor,40867,2,0,1,1,1,single,0.48
3212,51,student,14,bachelor,74839,3,1,7,5,3,married,0.5
3213,50,worker,44,bachelor,336131,3,1,1,4,2,married,0.53
3214,42,worker,18,master,411184,2,0,1,6,1,divorsed,0.51
3215,52,student,10,master,119753,3,1,1,6,1,married,0.53
3216,18,entrepreneur,178,none,324907,4,2,1,3,1,single,0.76
3217,29,student,10,master,107493,4,2,2,3,0,single,0.56
3218,27,worker,21,bachelor,294683,7,4,24,3,2,single,0.29
3219,42,worker,38,phd,64344,2,0,4,2,2,married,0.55
3220,24,worker,65,bachelor,463006,6,4,19,5,0,single,0.48
3221,42,unemployed,31,master,55828,3,2,0,4,1,single,0.51
3222,48,student,9,master,177284,7,3,8,4,3,divorsed,0.45
3223,41,worker,56,master,442716,6,5,8,5,1,divorsed,0.49
3224,37,entrepreneur,26,bachelor,1378197,1,0,25,9,1,single,0.42
3225,25,worker,85,bachelor,634753,3,1,1,6,1,single,0.66
3226,26,worker,48,master,492391,2,1,14,4,2,married,0.56
3227,47,worker,32,master,652199,3,2,15,7,2,married,0.53
3228,42,worker,61,master,697202,6,2,7,7,0,married,0.56
3229,34,entrepreneur,132,bachelor,454543,3,1,2,5,2,married,0.58
3230,30,student,16,bachelor,121,2,0,4,2,3,married,0.51
3231,18,student,18,none,33970,4,2,7,0,0,single,0.45
3232,24,worker,75,bachelor,385860,2,1,6,2,1,single,0.69
3233,54,student,14,bachelor,128930,1,0,12,6,1,married,0.45
3234,22,worker,13,bachelor,478641,6,1,2,3,2,single,0.61
3235,36,student,6,bachelor,132561,2,1,3,4,3,married,0.48
3236,45,student,16,bachelor,61709,3,2,23,2,3,married,0.33
3237,22,student,15,bachelor,94603,5,2,13,2,1,single,0.43
3238,36,unemployed,29,master,100974,1,0,4,2,2,divorsed,0.52
3239,44,student,1,bachelor,147334,4,2,12,3,2,married,0.41
3240,35,student,16,master,162567,4,3,0,2,0,married,0.48
3241,63,student,3,bachelor,157446,2,0,4,6,3,single,0.51
3242,18,unemployed,25,none,68831,2,1,1,1,0,single,0.51
3243,45,entrepreneur,89,master,1864877,2,0,3,13,1,divorsed,0.79
3244,33,entrepreneur,83,bachelor,1271532,1,0,8,8,2,married,0.7
3245,42,student,4,bachelor,8869,5,2,10,5,2,married,0.42
3246,39,entrepreneur,144,bachelor,829574,4,1,33,7,0,married,0.5
3247,27,worker,10,bachelor,211860,1,0,9,3,2,married,0.49
3248,37,worker,96,master,199859,4,3,3,5,1,married,0.6
3249,18,worker,74,none,278692,5,1,15,3,1,single,0.49
3250,41,entrepreneur,14,master,1714905,3,2,4,11,2,married,0.61
3251,37,entrepreneur,177,master,1648592,3,2,1,12,2,married,0.83
3252,41,entrepreneur,105,master,1189236,7,3,9,11,1,divorsed,0.7
3253,45,unemployed,0,master,102627,5,2,7,4,3,divorsed,0.58
3254,38,student,7,master,156754,1,0,0,5,2,married,0.54
3255,36,worker,18,bachelor,532794,2,0,2,7,2,married,0.57
3256,26,student,19,bachelor,145463,2,0,1,3,1,single,0.5
3257,27,entrepreneur,189,bachelor,984011,2,1,5,8,1,married,0.85
3258,46,student,15,master,0,3,2,52,4,2,married,0.37
3259,49,entrepreneur,19,master,443933,4,2,14,4,1,married,0.49
3260,32,worker,35,bachelor,504473,2,1,3,4,0,married,0.51
3261,35,worker,45,master,650047,3,1,30,7,1,single,0.36
3262,25,student,14,bachelor,226952,2,1,7,5,2,single,0.49
3263,46,worker,79,bachelor,561092,5,2,18,6,3,single,0.48
3264,41,entrepreneur,138,bachelor,693462,2,1,41,9,2,married,0.59
3265,54,student,0,bachelor,179300,3,1,16,5,0,married,0.41
3266,26,worker,78,bachelor,60367,4,2,17,2,1,married,0.52
3267,31,student,16,bachelor,121814,1,0,30,3,2,single,0.42
3268,37,worker,57,bachelor,552342,5,1,2,6,2,single,0.5
3269,41,student,0,phd,141674,8,4,18,5,2,single,0.39
3270,32,worker,78,master,466396,1,0,1,5,2,married,0.64
3271,26,entrepreneur,107,bachelor,691253,1,0,8,8,1,married,0.68
3272,43,worker,42,master,618160,3,1,1,7,2,divorsed,0.47
3273,42,worker,75,bachelor,298845,4,2,4,5,1,married,0.69
3274,25,worker,74,master,662374,5,3,1,7,1,married,0.57
3275,48,student,3,phd,159655,1,0,17,5,0,married,0.35
3276,46,worker,65,master,296678,0,0,9,7,1,married,0.56
3277,36,worker,85,bachelor,284173,3,1,2,3,2,married,0.59
3278,35,student,9,bachelor,137135,1,0,19,4,0,married,0.42
3279,40,worker,36,bachelor,461100,3,1,10,5,1,single,0.52
3280,26,worker,19,bachelor,547376,5,2,0,4,0,single,0.62
3281,35,entrepreneur,71,bachelor,1082958,3,2,3,9,3,married,0.58
3282,18,unemployed,3,none,51935,2,0,1,3,2,single,0.6
3283,43,student,13,master,77901,4,3,0,4,1,married,0.54
