user_product_id,user_id,product_id,start_date,end_date,status,balance,monthly_payment,payment_progress,last_payment_date
7968,487,208,2022-01-04,2023-12-25,Completed,3982725,442525.0,1.0,2024-06-11
7969,488,203,2021-06-17,2023-06-07,Active,5715887,163311.06,0.53,2023-05-24
7970,488,201,2020-11-20,2022-05-14,Active,41033659,379941.29,0.57,2022-11-27
7971,488,202,2024-11-29,2025-05-28,Active,1275052,21611.05,0.52,2025-05-26
7972,489,206,2024-12-14,2026-06-07,Completed,214753,8546.18,1.0,2027-04-15
7973,489,202,2022-11-12,2025-10-27,Completed,4588894,88247.96,1.0,2023-11-25
7974,490,206,2024-08-01,2025-07-27,Active,590813,9317.82,0.11,2024-12-28
7975,491,203,2021-02-06,2026-01-11,Active,9205679,255713.31,0.75,2021-09-04
7976,491,204,2021-03-19,2023-03-09,Active,1153097,67829.24,0.13,2022-02-25
7977,491,202,2024-01-25,2024-07-23,Active,2204399,76013.76,0.94,2024-08-18
7978,492,203,2023-09-09,2028-08-13,Active,7176837,193968.57,0.93,2025-03-27
7979,493,207,2022-06-04,2032-04-12,Active,390852,11107.64,0.77,2023-09-17
7980,494,201,2021-11-24,2024-11-08,Completed,8935446,49918.69,1.0,2023-09-13
7981,494,208,2023-09-17,2024-09-11,Completed,2279138,207194.36,1.0,2025-10-28
7982,495,207,2023-03-09,2028-02-11,Active,42070,1000.0,0.22,2023-04-10
7983,495,203,2022-05-21,2022-11-17,Active,10385271,546593.21,0.62,2023-07-27
7984,495,206,2023-10-30,2024-10-24,Active,928574,20761.12,0.14,2024-03-10
7985,496,206,2024-01-12,2025-01-06,Completed,1455934,57895.11,1.0,2026-02-10
7986,497,208,2024-01-23,2027-01-07,Completed,4593570,459357.0,1.0,2025-07-09
7987,498,208,2021-06-04,2024-05-19,Active,4338686,361557.17,0.89,2023-02-21
7988,498,207,2023-09-26,2025-09-15,Active,498993,12073.75,0.21,2025-08-18
7989,498,202,2022-11-07,2023-11-02,Completed,8758358,182465.79,1.0,2025-01-27
7990,499,205,2024-12-02,2025-11-27,Completed,1425085,79171.39,1.0,2026-03-08
7991,499,203,2021-09-03,2031-07-13,Completed,17657632,630629.71,1.0,2022-12-05
7992,500,206,2022-03-22,2025-03-06,Completed,1600777,44183.85,1.0,2024-05-28
7993,500,208,2023-01-19,2025-01-08,Active,3182185,289289.55,0.56,2024-03-31
7994,501,203,2024-09-11,2026-03-05,Active,15925747,1137553.36,0.9,2025-12-03
7995,501,208,2020-08-31,2023-08-16,Active,4832430,805405.0,0.59,2021-09-04
7996,502,204,2022-10-10,2023-10-05,Completed,1240996,72999.76,1.0,2025-01-06
7997,502,202,2024-03-12,2025-03-07,Completed,9570405,159506.75,1.0,2026-08-10
7998,503,207,2024-03-17,2029-02-19,Completed,237523,5341.33,1.0,2024-09-03
7999,503,204,2022-12-21,2027-11-25,Completed,1886807,145139.0,1.0,2023-10-23
8000,503,201,2024-01-11,2033-11-19,Completed,8447242,57075.96,1.0,2024-04-01
8001,504,206,2020-08-31,2030-07-10,Active,101923,2109.18,0.12,2021-06-03
8002,504,206,2022-10-31,2024-04-23,Completed,600327,19747.41,1.0,2023-12-23
8003,505,203,2023-12-06,2028-11-09,Completed,16104719,847616.79,1.0,2025-11-28
8004,506,204,2024-09-25,2027-09-10,Completed,705863,37150.68,1.0,2024-12-08
8005,506,206,2023-08-06,2028-07-10,Completed,1405765,52976.76,1.0,2024-09-07
8006,507,205,2023-02-01,2024-01-27,Completed,133073,9505.21,1.0,2025-05-28
8007,507,204,2020-12-10,2023-11-25,Completed,1792207,112012.94,1.0,2021-02-01
8008,507,202,2020-07-21,2023-07-06,Completed,6112148,149076.78,1.0,2022-07-26
8009,508,205,2021-09-16,2022-03-15,Active,1349433,224905.5,0.85,2022-07-03
8010,509,201,2021-03-15,2024-02-28,Completed,6715523,54597.75,1.0,2021-07-13
8011,509,204,2024-07-01,2034-05-10,Active,488469,20352.88,0.38,2026-01-26
8012,510,207,2020-03-26,2025-02-28,Completed,156076,3924.84,1.0,2021-04-30
8013,510,204,2024-02-01,2027-01-16,Completed,1423550,83738.24,1.0,2025-06-12
8014,510,202,2024-03-10,2025-03-05,Completed,8684261,201959.56,1.0,2026-05-24
8015,511,208,2021-10-16,2022-04-14,Active,592951,74118.88,0.5,2022-03-30
8016,511,206,2023-04-09,2024-04-03,Completed,665093,17488.35,1.0,2024-05-06
8017,512,207,2020-07-02,2023-06-17,Completed,469374,5326.35,1.0,2022-03-25
8018,512,205,2023-05-15,2024-05-09,Active,1222577,101881.42,0.78,2025-10-20
8019,512,206,2020-10-09,2022-04-02,Active,1732150,27427.26,0.46,2021-01-26
8020,513,208,2020-07-12,2022-01-03,Active,4859640,809940.0,0.67,2022-08-27
8021,513,206,2020-03-06,2030-01-13,Completed,167806,4603.24,1.0,2021-12-02
8022,513,207,2022-10-28,2024-04-20,Completed,24881,1000.0,1.0,2024-03-28
8023,514,208,2020-02-09,2025-01-13,Completed,634717,105786.17,1.0,2022-04-03
8024,514,207,2022-02-20,2023-02-15,Active,853,1000.0,0.96,2023-12-25
8025,515,202,2023-11-23,2028-10-27,Completed,8873571,305985.21,1.0,2025-02-17
8026,516,205,2022-01-13,2023-07-07,Completed,311967,17331.5,1.0,2023-02-25
8027,517,204,2022-06-27,2024-06-16,Completed,1913818,86991.73,1.0,2022-08-25
8028,517,203,2024-10-26,2026-04-19,Completed,11772028,294300.7,1.0,2025-06-03
8029,518,207,2020-03-07,2021-08-29,Completed,43754,1212.94,1.0,2020-05-19
8030,518,204,2024-01-13,2024-07-11,Active,1033856,103385.6,0.14,2026-02-01
8031,519,201,2020-12-31,2021-12-26,Completed,30826153,327937.8,1.0,2022-05-21
8032,519,203,2020-06-21,2021-12-13,Completed,19914826,423719.7,1.0,2021-06-29
8033,520,207,2021-05-17,2022-11-08,Active,220650,4483.43,0.71,2021-12-21
8034,520,206,2023-02-26,2023-08-25,Completed,90519,3007.25,1.0,2023-12-29
8035,521,204,2022-04-27,2023-10-19,Active,1502813,62617.21,0.6,2023-07-21
8036,522,208,2024-04-13,2025-04-08,Active,2501362,208446.83,0.43,2024-08-16
8037,522,206,2022-01-06,2022-07-05,Completed,1381673,49049.63,1.0,2023-12-03
8038,523,201,2020-02-25,2023-02-09,Completed,9323330,124311.07,1.0,2020-09-10
8039,524,208,2023-03-28,2025-03-17,Active,4056317,405631.7,0.42,2024-05-15
8040,524,208,2021-01-15,2023-01-05,Completed,2030339,338389.83,1.0,2021-12-20
8041,525,203,2022-10-13,2027-09-17,Completed,14992545,374813.62,1.0,2024-04-03
8042,525,205,2022-12-08,2027-11-12,Active,326978,36330.89,0.45,2024-04-26
8043,525,208,2022-11-04,2025-10-19,Completed,3766617,470827.12,1.0,2023-05-25
8044,526,206,2024-01-05,2024-12-30,Active,1082507,44522.02,0.64,2025-06-07
8045,526,202,2024-07-09,2034-05-18,Active,7027099,127765.44,0.24,2026-02-20
8046,526,204,2021-11-01,2031-09-10,Active,819689,48217.0,0.11,2024-02-17
8047,527,207,2020-02-27,2022-02-16,Active,396763,5773.95,0.9,2021-07-10
8048,528,204,2024-10-24,2029-09-28,Active,1728101,72004.21,0.79,2025-04-16
8049,528,208,2024-08-20,2027-08-05,Active,957686,136812.29,0.56,2025-03-26
8050,528,205,2022-04-18,2024-04-07,Completed,263853,14658.5,1.0,2024-08-04
8051,529,205,2023-08-24,2024-02-20,Completed,879480,97720.0,1.0,2023-12-25
8052,529,208,2021-05-08,2023-04-28,Completed,3930142,436682.44,1.0,2022-06-06
8053,530,203,2022-01-16,2026-12-21,Active,4992071,178288.25,0.75,2023-05-26
8054,530,202,2022-01-27,2023-07-21,Active,8285679,202089.73,0.59,2024-06-08
8055,531,204,2021-01-09,2025-12-14,Completed,887782,63413.0,1.0,2023-06-27
8056,532,204,2023-08-09,2028-07-13,Completed,1856329,154694.08,1.0,2025-10-16
8057,533,207,2022-11-01,2023-04-30,Active,408182,5003.1,0.41,2023-08-01
8058,533,205,2020-11-10,2022-05-04,Completed,1085586,77541.86,1.0,2021-11-12
8059,533,202,2022-08-12,2023-02-08,Active,5295184,170812.39,0.16,2024-07-21
8060,534,202,2023-01-02,2024-12-22,Active,1063706,18994.75,0.84,2023-07-08
8061,534,202,2020-12-01,2023-11-16,Active,8651600,157301.82,0.59,2023-02-08
8062,534,208,2022-03-31,2027-03-05,Completed,4202969,525371.12,1.0,2024-06-17
8063,535,202,2020-10-27,2022-10-17,Active,2856208,66423.44,0.99,2022-08-22
8064,536,208,2023-12-03,2033-10-11,Active,3695174,335924.91,0.63,2025-09-30
8065,536,204,2023-09-10,2025-08-30,Active,1756428,92443.58,0.2,2025-08-26
8066,536,207,2020-02-11,2023-01-26,Completed,382731,8257.75,1.0,2021-01-03
8067,537,202,2024-12-20,2025-06-18,Completed,4580644,130875.54,1.0,2027-05-17
8068,537,208,2024-06-16,2025-06-11,Active,381064,54437.71,0.51,2026-01-18
8069,538,208,2022-08-14,2024-02-05,Completed,1797998,163454.36,1.0,2023-11-11
8070,538,204,2023-11-23,2026-11-07,Completed,1822949,121529.93,1.0,2024-10-14
8071,539,207,2024-07-30,2027-07-15,Completed,379262,10187.73,1.0,2025-06-03
8072,539,202,2020-10-13,2030-08-22,Active,1202763,21868.42,0.43,2020-11-18
8073,540,206,2020-05-16,2020-11-12,Completed,432156,11310.11,1.0,2022-07-31
8074,540,205,2021-09-04,2024-08-19,Completed,1450464,85321.41,1.0,2024-01-10
8075,541,203,2022-09-10,2024-03-03,Active,2228913,148594.2,0.82,2023-07-07
8076,542,207,2024-11-27,2026-11-17,Active,265229,4304.68,0.84,2025-03-08
8077,542,207,2023-07-15,2026-06-29,Active,274669,6326.2,0.38,2025-08-15
8078,543,207,2021-01-15,2023-01-05,Active,305940,7858.76,0.13,2023-04-01
8079,544,205,2020-03-21,2022-03-11,Active,875943,125134.71,0.12,2021-12-09
8080,544,208,2021-12-11,2026-11-15,Completed,2008047,182549.73,1.0,2024-05-23
8081,545,206,2022-05-03,2024-04-22,Active,1325838,28135.62,0.36,2023-07-20
8082,545,206,2023-06-13,2026-05-28,Active,1022041,35909.93,0.27,2025-02-12
8083,546,204,2024-05-24,2026-05-14,Completed,258165,43027.5,1.0,2025-07-27
8084,546,204,2024-05-16,2025-11-07,Completed,1890769,94538.45,1.0,2026-03-05
8085,546,205,2020-08-09,2022-01-31,Active,533361,59262.33,0.75,2022-03-18
8086,547,207,2020-02-16,2025-01-20,Active,473074,11520.0,0.26,2020-03-30
8087,547,205,2023-06-09,2033-04-17,Completed,620976,68997.33,1.0,2023-09-16
8088,548,205,2020-07-27,2021-07-22,Active,858421,71535.08,0.82,2020-10-27
8089,548,204,2021-05-20,2024-05-04,Active,284078,35509.75,0.58,2021-07-24
8090,548,206,2024-09-12,2034-07-22,Active,781638,24904.71,0.27,2024-11-15
8091,549,207,2020-10-12,2025-09-16,Completed,162053,2954.61,1.0,2022-10-25
8092,549,205,2022-08-26,2023-02-22,Active,1076187,76870.5,0.16,2024-01-07
8093,550,207,2023-09-14,2025-09-03,Completed,207719,3975.49,1.0,2024-02-18
8094,550,207,2021-05-02,2023-04-22,Completed,95206,2584.13,1.0,2022-10-23
8095,550,204,2021-09-19,2031-07-29,Active,719419,37864.16,0.14,2023-03-09
8096,551,203,2021-12-28,2023-12-18,Active,8093346,224815.17,0.49,2023-03-02
8097,551,205,2024-05-04,2025-04-29,Completed,572161,40868.64,1.0,2025-03-09
8098,552,208,2023-03-18,2028-02-20,Completed,2364240,295530.0,1.0,2023-12-18
8099,552,201,2023-05-16,2023-11-12,Completed,13277983,55789.84,1.0,2023-12-09
8100,552,205,2021-05-18,2023-05-08,Completed,723418,51672.71,1.0,2021-12-13
8101,553,204,2022-01-21,2024-01-11,Completed,1458577,76767.21,1.0,2022-06-28
8102,553,204,2024-05-21,2034-03-30,Active,206990,12936.88,0.65,2026-08-23
8103,554,204,2024-02-15,2027-01-30,Completed,1322403,132240.3,1.0,2024-04-24
8104,555,204,2022-06-29,2023-12-21,Completed,503794,27988.56,1.0,2024-06-07
8105,556,206,2020-12-30,2023-12-15,Active,873991,41057.58,0.98,2023-05-02
8106,556,203,2021-11-21,2026-10-26,Completed,18302253,1143890.81,1.0,2023-01-06
8107,557,205,2023-01-31,2023-07-30,Active,1222999,174714.14,0.56,2024-11-28
8108,558,208,2020-11-08,2021-05-07,Completed,3213272,321327.2,1.0,2021-06-11
8109,558,201,2020-04-03,2022-03-24,Active,18442837,103611.44,0.18,2022-08-27
8110,559,208,2023-04-13,2033-02-19,Completed,1362665,151407.22,1.0,2023-06-04
8111,559,204,2023-04-29,2033-03-07,Active,613993,55817.55,0.52,2023-06-05
8112,559,204,2024-06-24,2029-05-29,Active,1499362,115335.54,0.18,2024-08-21
8113,560,205,2022-05-14,2022-11-10,Completed,661992,110332.0,1.0,2022-12-03
8114,561,207,2020-02-05,2023-01-20,Completed,335582,8075.37,1.0,2021-02-11
8115,561,207,2022-11-01,2024-04-24,Completed,21183,1000.0,1.0,2023-02-10
8116,562,208,2024-03-18,2025-09-09,Completed,2125807,236200.78,1.0,2025-08-20
8117,563,201,2020-05-04,2030-03-13,Active,29987749,147722.9,0.55,2021-02-10
8118,563,204,2023-08-03,2028-07-07,Active,1039588,129948.5,0.55,2024-06-24
8119,563,205,2023-06-16,2033-04-24,Completed,855798,47544.33,1.0,2025-10-11
8120,564,201,2024-01-30,2025-07-23,Active,40892085,174752.5,0.15,2024-07-11
8121,564,205,2020-11-11,2021-05-10,Active,770730,45337.06,0.81,2021-05-27
8122,564,208,2023-12-22,2033-10-30,Active,4505849,409622.64,0.14,2025-11-06
8123,565,203,2022-05-04,2025-04-18,Completed,11734288,378525.42,1.0,2022-09-17
8124,565,206,2024-08-25,2027-08-10,Completed,1508759,40485.8,1.0,2024-11-30
8125,566,202,2024-07-22,2026-01-13,Completed,9529760,280287.06,1.0,2026-01-22
8126,566,204,2023-09-14,2033-07-23,Active,1860297,77512.38,0.92,2024-12-17
8127,567,201,2021-03-11,2031-01-18,Completed,41160622,205803.11,1.0,2022-12-14
8128,567,201,2023-11-17,2028-10-21,Completed,40099021,556930.85,1.0,2025-01-20
8129,567,203,2024-07-12,2029-06-16,Active,7810633,169796.37,0.7,2025-08-08
8130,568,203,2024-08-12,2029-07-17,Active,15178743,607149.72,0.48,2026-01-27
8131,568,208,2022-10-14,2023-10-09,Active,3933529,491691.12,0.17,2023-01-06
8132,568,207,2021-02-11,2023-02-01,Active,253454,5112.47,0.9,2021-08-21
8133,569,208,2022-12-27,2027-12-01,Completed,2466350,205529.17,1.0,2023-07-28
8134,569,202,2020-08-30,2023-08-15,Active,6841970,166877.32,0.91,2021-12-10
8135,570,203,2024-08-26,2025-02-22,Active,7779616,176809.45,0.66,2026-10-06
8136,570,204,2021-07-26,2031-06-04,Completed,390021,20527.42,1.0,2021-11-08
8137,570,207,2020-04-21,2030-02-28,Completed,489426,12337.17,1.0,2021-10-31
8138,571,207,2021-09-10,2031-07-20,Active,231860,4927.3,0.75,2022-04-21
8139,571,205,2024-05-11,2025-05-06,Completed,409403,25587.69,1.0,2024-10-04
8140,572,205,2023-09-27,2024-03-25,Active,1243522,77720.12,0.39,2024-12-23
8141,573,206,2023-06-04,2033-04-12,Completed,672270,32994.45,1.0,2024-05-15
8142,574,202,2023-03-21,2033-01-27,Completed,5711046,190368.2,1.0,2023-04-26
8143,574,206,2024-08-16,2034-06-25,Active,1245852,30270.8,0.79,2025-04-27
8144,575,202,2024-07-03,2025-06-28,Active,9565690,199285.21,0.78,2026-11-29
8145,576,204,2020-10-01,2023-09-16,Completed,1359657,194236.71,1.0,2022-09-13
8146,576,204,2022-09-06,2023-03-05,Completed,1696113,84805.65,1.0,2023-04-23
8147,577,201,2023-02-05,2028-01-10,Active,11485678,136734.26,0.15,2025-07-17
8148,577,203,2024-11-24,2034-10-03,Active,2072933,50559.34,0.47,2026-05-11
8149,577,205,2020-10-27,2023-10-12,Active,571598,38106.53,0.15,2021-12-26
8150,578,206,2023-01-18,2025-01-07,Completed,241246,6466.69,1.0,2024-06-11
8151,578,202,2024-04-16,2034-02-23,Active,4972705,130860.66,0.44,2026-01-19
8152,578,202,2022-10-06,2023-10-01,Active,8422249,336889.96,0.48,2024-11-05
8153,579,205,2024-04-04,2026-03-25,Active,1368841,171105.12,0.62,2025-05-28
8154,579,206,2021-09-20,2026-08-25,Active,1408145,45221.58,0.56,2022-07-05
8155,579,203,2022-08-20,2032-06-28,Completed,15504320,646013.33,1.0,2022-12-02
8156,580,208,2024-03-28,2026-03-18,Active,4307559,717926.5,0.6,2026-08-11
8157,581,205,2020-12-25,2023-12-10,Completed,697543,53657.15,1.0,2021-10-08
8158,581,202,2020-08-19,2022-02-10,Completed,2133495,46380.33,1.0,2022-12-02
8159,582,208,2024-11-26,2026-11-16,Completed,3126826,521137.67,1.0,2027-03-17
8160,583,208,2020-05-19,2023-05-04,Active,2957817,328646.33,0.16,2021-12-30
8161,583,202,2023-02-25,2024-02-20,Completed,9903437,253934.28,1.0,2025-07-19
8162,584,207,2024-11-07,2026-10-28,Completed,115558,2622.61,1.0,2026-04-21
8163,584,203,2021-12-04,2022-11-29,Active,13243430,509362.69,0.55,2022-08-24
8164,585,203,2021-05-25,2026-04-29,Active,1640189,117156.36,0.81,2022-10-03
8165,585,203,2021-02-28,2021-08-27,Active,7010844,584237.0,0.68,2021-05-28
8166,585,201,2022-07-15,2023-07-10,Active,26113347,126763.82,0.78,2022-08-19
8167,586,202,2022-06-08,2023-11-30,Completed,4866590,108146.44,1.0,2023-05-18
8168,586,206,2021-09-17,2022-03-16,Completed,559880,23769.53,1.0,2022-01-09
8169,586,205,2023-03-05,2023-09-01,Completed,1025890,170981.67,1.0,2024-05-16
8170,587,205,2022-03-25,2025-03-09,Active,563941,56394.1,0.67,2023-10-25
8171,587,208,2024-03-25,2025-03-20,Active,1485155,165017.22,0.4,2026-03-06
8172,587,208,2021-09-23,2024-09-07,Completed,1195980,132886.67,1.0,2022-02-24
8173,588,202,2024-08-10,2034-06-19,Active,5064768,101295.36,0.39,2025-12-26
8174,589,207,2023-12-17,2033-10-25,Active,391260,10014.31,0.4,2024-07-11
8175,589,206,2024-05-07,2024-11-03,Active,1103679,17518.74,0.36,2025-12-24
8176,589,205,2021-12-16,2023-06-09,Active,634411,63441.1,0.61,2022-04-08
8177,590,205,2021-10-13,2023-10-03,Active,859099,71591.58,0.14,2023-11-23
8178,591,203,2020-05-10,2030-03-19,Completed,13100711,344755.55,1.0,2022-03-26
8179,592,202,2020-07-10,2030-05-19,Completed,9631862,401327.58,1.0,2021-04-12
8180,592,205,2023-05-09,2023-11-05,Active,644284,42952.27,0.91,2025-02-01
8181,593,204,2023-06-20,2024-12-11,Active,1025580,73255.71,0.9,2023-11-27
8182,594,202,2024-11-05,2025-05-04,Completed,9092511,336759.67,1.0,2026-03-03
8183,595,207,2024-05-23,2027-05-08,Completed,19165,1000.0,1.0,2026-02-21
8184,596,201,2022-12-31,2024-12-20,Active,49553792,367065.13,0.52,2023-08-13
8185,596,203,2020-04-23,2021-10-15,Active,5062953,110064.2,0.35,2022-03-24
8186,596,204,2022-12-11,2024-11-30,Completed,1245999,65578.89,1.0,2024-03-04
8187,597,202,2020-02-08,2021-02-02,Active,1243367,47821.81,0.31,2021-09-09
8188,598,203,2020-10-15,2022-04-08,Active,1633961,48057.68,0.3,2022-04-04
8189,599,205,2021-02-02,2026-01-07,Completed,628258,48327.54,1.0,2022-05-01
8190,600,201,2020-03-09,2021-08-31,Active,15299029,168121.2,0.92,2022-04-22
8191,600,203,2023-01-31,2026-01-15,Active,3385952,125405.63,0.68,2025-04-24
8192,600,205,2023-07-11,2025-06-30,Active,647801,35988.94,0.48,2024-01-11
8193,601,207,2020-01-20,2029-11-28,Active,386045,11360.08,0.67,2021-04-08
8194,601,208,2020-03-19,2025-02-21,Completed,1782985,297164.17,1.0,2021-11-12
8195,601,202,2020-02-02,2021-01-27,Completed,1885020,55441.76,1.0,2020-11-18
8196,602,205,2020-06-06,2021-06-01,Active,331693,33169.3,0.9,2022-07-22
8197,603,204,2020-06-23,2022-06-13,Completed,1193277,99439.75,1.0,2020-12-30
8198,603,205,2023-03-05,2025-02-22,Active,636304,106050.67,0.55,2025-05-29
8199,604,203,2023-07-24,2025-07-13,Completed,7602577,281576.93,1.0,2025-09-25
8200,605,206,2023-12-04,2033-10-12,Completed,904410,31074.15,1.0,2024-04-08
8201,606,206,2020-03-21,2021-03-16,Active,447821,12622.32,0.12,2020-06-15
8202,607,203,2021-03-30,2021-09-26,Completed,1837039,108061.12,1.0,2022-12-18
8203,607,208,2022-07-25,2032-06-02,Active,304364,38045.5,0.8,2022-11-15
8204,608,201,2021-12-16,2023-06-09,Completed,28527249,347893.28,1.0,2022-06-09
8205,608,206,2024-04-08,2025-04-03,Active,1312834,24118.82,0.87,2025-02-16
8206,608,208,2021-10-27,2022-10-22,Active,3447122,430890.25,0.13,2023-08-13
8207,609,204,2023-06-22,2033-04-30,Active,935145,103905.0,0.55,2025-03-18
8208,609,204,2021-06-24,2023-06-14,Active,189907,8632.14,0.77,2022-05-10
8209,610,208,2020-11-12,2021-11-07,Active,835876,69656.33,0.86,2022-08-08
8210,610,202,2021-04-15,2023-04-05,Completed,1580569,27251.19,1.0,2023-07-17
8211,611,208,2022-05-04,2025-04-18,Completed,4515188,752531.33,1.0,2024-08-27
8212,612,204,2023-08-16,2033-06-24,Completed,178798,8514.19,1.0,2023-12-19
8213,613,204,2022-09-30,2024-09-19,Completed,1030747,73624.79,1.0,2024-09-08
8214,614,205,2022-05-08,2023-05-03,Completed,280190,17511.88,1.0,2023-05-03
8215,615,205,2024-11-04,2025-10-30,Active,115878,19313.0,0.15,2025-12-11
8216,615,208,2023-11-17,2024-11-11,Active,1625485,232212.14,0.87,2024-05-27
8217,616,208,2023-05-30,2023-11-26,Completed,3882234,647039.0,1.0,2025-03-20
8218,617,201,2020-03-06,2021-08-28,Completed,6949179,47925.37,1.0,2020-06-24
8219,618,204,2022-12-26,2025-12-10,Completed,1267163,55094.04,1.0,2023-07-23
8220,618,203,2021-09-06,2023-02-28,Active,10155470,338515.67,0.96,2022-02-26
8221,618,201,2021-11-06,2023-04-30,Completed,48191819,273817.15,1.0,2022-06-20
8222,619,206,2024-01-04,2025-06-27,Completed,96139,1662.0,1.0,2025-08-25
8223,620,208,2020-07-24,2030-06-02,Completed,1445476,120456.33,1.0,2021-05-01
8224,620,206,2023-05-02,2025-04-21,Active,527957,6919.58,0.58,2025-06-22
8225,620,206,2021-11-14,2022-05-13,Completed,125913,4486.21,1.0,2022-10-28
8226,621,207,2024-12-14,2025-12-09,Completed,78794,1429.88,1.0,2026-10-14
8227,621,202,2021-12-23,2031-11-01,Active,7230679,120511.32,0.82,2022-10-27
8228,622,202,2024-08-19,2029-07-24,Completed,8583110,231975.95,1.0,2026-02-09
8229,622,205,2024-01-19,2033-11-27,Active,1459193,121599.42,0.33,2025-01-11
8230,622,205,2023-02-13,2028-01-18,Completed,996510,142358.57,1.0,2023-04-20
8231,623,207,2023-09-02,2025-08-22,Active,151596,3616.29,0.85,2023-10-06
8232,623,208,2020-12-11,2025-11-15,Active,1330279,110856.58,0.95,2021-10-18
8233,624,208,2023-06-06,2033-04-14,Active,4653385,775564.17,0.9,2024-12-07
8234,624,206,2022-08-23,2023-08-18,Active,142240,3419.49,0.4,2023-01-20
8235,624,202,2024-05-06,2025-05-01,Active,1669091,41727.28,0.23,2025-06-06
8236,625,202,2024-10-31,2034-09-09,Completed,8553337,185942.11,1.0,2025-08-21
8237,625,206,2022-12-03,2023-11-28,Active,456285,17918.19,0.65,2024-06-20
8238,625,204,2021-09-07,2031-07-17,Completed,1863285,169389.55,1.0,2023-07-01
8239,626,201,2020-08-18,2021-08-13,Active,44871516,327529.31,0.26,2022-06-30
8240,626,202,2021-06-15,2024-05-30,Completed,4063711,78148.29,1.0,2023-11-15
8241,626,203,2020-03-04,2021-08-26,Active,11727762,316966.54,0.23,2022-01-03
8242,627,205,2023-12-26,2026-12-10,Completed,750000,62500.0,1.0,2024-01-28
8243,627,203,2021-11-28,2023-05-22,Completed,9419963,428180.14,1.0,2022-08-31
8244,627,207,2020-07-26,2022-07-16,Active,45750,1000.0,0.43,2021-01-08
8245,628,208,2024-02-24,2025-02-18,Active,4057608,450845.33,0.35,2026-02-15
8246,628,206,2023-04-22,2025-04-11,Completed,1087004,42723.43,1.0,2023-09-09
8247,628,206,2023-07-30,2024-07-24,Active,1030004,33817.71,0.1,2025-06-05
8248,629,203,2022-12-14,2032-10-22,Completed,17572088,924846.74,1.0,2025-01-11
8249,630,205,2020-11-25,2021-11-20,Active,974097,162349.5,0.26,2022-09-29
8250,630,207,2021-01-18,2021-07-17,Completed,352072,6371.26,1.0,2021-08-20
8251,630,202,2023-11-11,2028-10-15,Completed,5176028,94109.6,1.0,2025-01-05
8252,631,203,2022-01-15,2022-07-14,Completed,6325225,154273.78,1.0,2023-04-26
8253,631,207,2023-11-18,2028-10-22,Active,475020,10753.7,0.57,2026-01-13
8254,632,205,2021-08-16,2022-02-12,Active,918986,114873.25,0.36,2022-11-01
8255,632,202,2020-09-20,2021-03-19,Completed,9561768,382470.72,1.0,2022-07-17
8256,632,208,2022-05-22,2024-05-11,Completed,4376171,397833.73,1.0,2023-08-30
8257,633,201,2021-09-17,2023-03-11,Completed,15574952,199678.87,1.0,2022-06-07
8258,634,202,2024-01-20,2024-07-18,Active,9360194,260005.39,0.56,2024-10-28
8259,634,205,2020-05-13,2022-05-03,Active,710979,39498.83,0.44,2021-04-21
8260,635,205,2021-05-29,2026-05-03,Active,608477,60847.7,0.41,2023-11-02
8261,636,207,2022-02-01,2023-07-26,Active,198600,3516.0,0.59,2023-04-15
8262,636,207,2024-11-11,2034-09-20,Completed,272106,7695.02,1.0,2025-02-14
8263,637,207,2021-12-28,2023-12-18,Active,484318,9352.34,0.64,2022-10-12
8264,637,207,2024-08-25,2026-02-16,Completed,119250,1855.05,1.0,2026-06-15
8265,637,206,2022-03-30,2023-09-21,Active,377456,14881.0,0.56,2022-05-31
8266,638,207,2021-09-22,2023-09-12,Completed,76872,1342.79,1.0,2023-04-01
8267,639,206,2023-09-24,2026-09-08,Completed,1106948,27431.58,1.0,2025-07-06
8268,640,203,2023-01-09,2024-01-04,Completed,12349481,411649.37,1.0,2023-12-17
8269,640,201,2020-03-05,2023-02-18,Completed,10457894,90938.21,1.0,2020-09-23
8270,640,207,2021-07-23,2022-07-18,Active,359003,8166.63,0.26,2023-08-06
8271,641,204,2024-12-04,2026-05-28,Active,842289,93587.67,0.36,2025-12-28
8272,641,202,2024-04-05,2034-02-12,Active,3758367,83519.27,0.64,2025-09-07
8273,642,203,2024-03-23,2025-03-18,Completed,16784953,349686.52,1.0,2024-10-31
8274,642,208,2023-06-12,2026-05-27,Active,4256408,425640.8,0.35,2024-03-02
8275,643,205,2022-04-27,2027-04-01,Completed,518138,51813.8,1.0,2024-09-23
8276,643,207,2022-03-07,2027-02-09,Completed,409253,4468.42,1.0,2024-08-13
8277,643,203,2023-05-31,2025-05-20,Active,2604986,144721.44,0.84,2024-08-03
8278,644,203,2023-04-18,2026-04-02,Completed,12782754,491644.38,1.0,2023-07-26
8279,644,204,2024-11-30,2026-05-24,Active,210162,16166.31,0.59,2026-10-08
8280,644,206,2022-10-23,2023-04-21,Completed,1307499,18676.77,1.0,2023-01-09
8281,645,206,2021-07-22,2023-01-13,Active,65119,2148.97,0.3,2023-09-01
8282,645,202,2024-08-31,2034-07-10,Active,3848940,87475.91,0.52,2026-02-05
8283,646,204,2020-06-04,2023-05-20,Completed,1643316,109554.4,1.0,2022-07-16
