transaction_id,user_id,date,category,subcategory,amount,necessity_level,emotion_type,payment_type,product_id
957,6,2024-04-26,Education,Student loan payment,154815.54,3,Routine,Cash,205.0
958,6,2024-08-20,Card,Card replenishment,853333.39,4,Routine,Card,207.0
959,6,2024-02-16,Charity,Zakat payment,104260.14,5,Rational,Card,
960,6,2023-12-18,Property,Mortgage payment,4843957.75,4,Routine,Card,201.0
961,6,2024-07-11,Card,Card replenishment,1970628.05,5,Routine,Cash,207.0
962,6,2023-03-08,Charity,Zakat payment,159700.3,5,Rational,Card,
963,6,2024-01-13,Auto,Auto loan installment,630248.97,3,Rational,Transfer,202.0
964,6,2025-05-14,Auto,Auto loan installment,4888431.77,4,Routine,Card,202.0
965,6,2024-04-24,Business,Business credit payment,681291.29,5,Planned,Card,203.0
966,6,2025-03-15,Charity,Zakat payment,135159.24,5,Planned,Card,
967,6,2023-06-20,Deposit,Account top-up,3495175.81,5,Rational,Cash,206.0
968,6,2025-05-27,Auto,Auto loan installment,1349235.29,5,Routine,Transfer,202.0
969,6,2023-12-26,Deposit,Account top-up,2562864.95,4,Rational,Card,206.0
970,6,2024-10-30,Deposit,Account top-up,1460023.87,5,Planned,Cash,206.0
971,6,2023-07-05,Property,Mortgage payment,394214.7,3,Rational,Card,201.0
972,6,2025-09-18,Business,Business credit payment,443113.88,3,Planned,Transfer,203.0
973,6,2023-12-18,Healthcare,Insurance payment,775506.42,4,Routine,Card,208.0
974,6,2024-05-15,Healthcare,Insurance payment,3835821.81,3,Routine,Cash,208.0
975,6,2025-02-11,Deposit,Account top-up,737291.3,4,Planned,Cash,206.0
976,6,2024-01-30,Property,Mortgage payment,1622522.67,3,Planned,Cash,201.0
977,6,2023-10-31,Card,Card replenishment,1773976.95,5,Routine,Cash,207.0
978,6,2024-07-29,Property,Mortgage payment,2936829.58,4,Planned,Card,201.0
979,6,2023-06-25,Auto,Auto loan installment,1007140.7,5,Routine,Transfer,202.0
980,6,2024-02-11,Property,Mortgage payment,2133166.1,5,Planned,Transfer,201.0
981,6,2024-10-28,Deposit,Account top-up,1184776.04,4,Rational,Cash,206.0
982,6,2025-05-27,Card,Card replenishment,1033719.49,4,Routine,Transfer,207.0
983,6,2023-09-19,Property,Mortgage payment,4820284.3,3,Routine,Card,201.0
984,6,2024-01-10,Deposit,Account top-up,4356532.14,3,Rational,Card,206.0
985,6,2024-06-23,Property,Mortgage payment,3241736.23,5,Rational,Card,201.0
986,6,2025-04-06,Business,Business credit payment,3876424.19,4,Planned,Card,203.0
987,6,2023-03-13,Education,Student loan payment,1419105.44,5,Rational,Transfer,205.0
988,6,2023-10-11,Auto,Auto loan installment,3202453.1,5,Routine,Transfer,202.0
989,6,2025-03-17,Auto,Auto loan installment,4459850.02,3,Planned,Cash,202.0
990,6,2023-10-01,Property,Mortgage payment,1873577.96,3,Planned,Card,201.0
991,6,2025-05-15,Deposit,Account top-up,2626713.1,4,Rational,Cash,206.0
992,6,2023-10-01,Card,Card replenishment,1420284.51,4,Rational,Transfer,207.0
993,6,2025-05-21,Charity,Zakat payment,84558.01,5,Routine,Card,
994,6,2024-05-11,Healthcare,Insurance payment,3524493.53,4,Rational,Transfer,208.0
995,6,2025-01-12,Business,Business credit payment,3952805.43,3,Rational,Transfer,203.0
996,6,2023-06-11,Personal needs,Consumer loan payment,1489127.98,4,Rational,Card,204.0
997,6,2023-12-25,Property,Mortgage payment,3914928.63,5,Rational,Transfer,201.0
998,6,2025-08-04,Personal needs,Consumer loan payment,2850776.8,4,Routine,Transfer,204.0
999,6,2025-07-01,Education,Student loan payment,3634974.81,4,Planned,Cash,205.0
1000,6,2025-07-13,Property,Mortgage payment,2614892.78,4,Rational,Cash,201.0
1001,6,2024-01-10,Personal needs,Consumer loan payment,307977.84,3,Planned,Cash,204.0
1002,6,2023-05-10,Property,Mortgage payment,3555053.67,5,Planned,Card,201.0
1003,6,2025-06-15,Business,Business credit payment,3678593.82,3,Planned,Transfer,203.0
1004,6,2023-08-19,Charity,Zakat payment,176307.89,5,Routine,Cash,
1005,6,2023-06-11,Personal needs,Consumer loan payment,2374448.41,5,Routine,Cash,204.0
1006,6,2024-08-03,Card,Card replenishment,367635.06,4,Planned,Transfer,207.0
1007,6,2025-03-07,Auto,Auto loan installment,1960485.06,5,Planned,Transfer,202.0
1008,6,2023-06-12,Property,Mortgage payment,1206112.79,5,Planned,Card,201.0
1009,6,2024-08-06,Auto,Auto loan installment,2435569.77,4,Planned,Transfer,202.0
1010,6,2025-06-14,Auto,Auto loan installment,3315074.66,5,Planned,Transfer,202.0
1011,6,2025-07-08,Personal needs,Consumer loan payment,952729.54,4,Planned,Cash,204.0
1012,6,2025-03-25,Healthcare,Insurance payment,1380024.62,5,Rational,Transfer,208.0
1013,6,2025-10-15,Card,Card replenishment,1903478.17,3,Planned,Card,207.0
1014,6,2024-10-20,Card,Card replenishment,4093508.48,5,Planned,Card,207.0
1015,6,2023-05-07,Personal needs,Consumer loan payment,3811246.36,4,Planned,Cash,204.0
1016,6,2023-10-19,Education,Student loan payment,2126065.57,5,Planned,Cash,205.0
1017,6,2024-01-09,Charity,Zakat payment,92020.09,3,Rational,Transfer,
1018,6,2023-09-16,Business,Business credit payment,4083291.13,5,Routine,Cash,203.0
1019,6,2024-05-19,Education,Student loan payment,1669788.54,3,Rational,Card,205.0
1020,6,2025-10-09,Auto,Auto loan installment,3369808.89,3,Planned,Cash,202.0
1021,6,2024-12-25,Education,Student loan payment,3721933.55,3,Planned,Cash,205.0
1022,6,2024-09-08,Auto,Auto loan installment,1733043.04,3,Rational,Transfer,202.0
1023,6,2023-02-08,Education,Student loan payment,84728.13,4,Planned,Transfer,205.0
1024,6,2024-08-11,Property,Mortgage payment,4642700.83,3,Planned,Card,201.0
1025,6,2024-08-31,Deposit,Account top-up,537611.9,4,Routine,Cash,206.0
1026,6,2023-06-21,Card,Card replenishment,3517237.38,5,Planned,Card,207.0
1027,6,2023-08-10,Charity,Zakat payment,190487.63,4,Routine,Transfer,
1028,6,2023-01-10,Deposit,Account top-up,172813.09,3,Rational,Cash,206.0
1029,6,2023-04-08,Property,Mortgage payment,3618676.91,5,Planned,Cash,201.0
1030,6,2024-10-17,Education,Student loan payment,718351.01,4,Rational,Transfer,205.0
1031,6,2024-11-06,Charity,Zakat payment,171091.59,3,Routine,Cash,
1032,7,2024-03-24,Card,Card replenishment,1038859.93,4,Rational,Cash,207.0
1033,7,2023-07-30,Education,Student loan payment,4249096.17,4,Planned,Cash,205.0
1034,7,2025-03-23,Business,Business credit payment,2752155.29,5,Routine,Transfer,203.0
1035,7,2023-09-30,Property,Mortgage payment,3155184.39,5,Routine,Cash,201.0
1036,7,2023-04-05,Charity,Zakat payment,129333.52,3,Rational,Card,
1037,7,2024-04-01,Personal needs,Consumer loan payment,2709243.87,3,Rational,Card,204.0
1038,7,2025-07-01,Property,Mortgage payment,2586283.81,4,Planned,Cash,201.0
1039,7,2023-06-28,Card,Card replenishment,1561020.81,4,Rational,Transfer,207.0
1040,7,2024-06-14,Business,Business credit payment,767834.37,5,Routine,Cash,203.0
1041,7,2025-07-03,Education,Student loan payment,422989.82,3,Rational,Cash,205.0
1042,7,2023-02-04,Charity,Zakat payment,166554.69,3,Rational,Cash,
1043,7,2024-03-28,Charity,Zakat payment,12184.95,3,Planned,Transfer,
1044,7,2025-05-23,Business,Business credit payment,524149.02,3,Rational,Transfer,203.0
1045,7,2024-07-14,Charity,Zakat payment,179044.8,5,Rational,Card,
1046,7,2024-09-07,Property,Mortgage payment,4526303.83,4,Planned,Card,201.0
1047,7,2024-03-02,Education,Student loan payment,1367841.44,4,Routine,Cash,205.0
1048,7,2024-01-03,Property,Mortgage payment,851778.47,5,Rational,Card,201.0
1049,7,2023-05-19,Deposit,Account top-up,483670.54,5,Rational,Card,206.0
1050,7,2025-01-08,Property,Mortgage payment,4882257.71,3,Planned,Card,201.0
1051,7,2023-05-05,Property,Mortgage payment,3098590.35,4,Planned,Card,201.0
1052,7,2024-12-05,Charity,Zakat payment,78032.69,3,Rational,Card,
1053,7,2023-06-18,Charity,Zakat payment,72207.38,4,Rational,Card,
1054,7,2024-02-03,Card,Card replenishment,3077924.69,3,Rational,Transfer,207.0
1055,7,2023-02-04,Education,Student loan payment,4921880.55,4,Rational,Cash,205.0
1056,7,2023-09-03,Charity,Zakat payment,33612.78,3,Planned,Transfer,
1057,7,2024-12-21,Business,Business credit payment,631887.02,3,Routine,Card,203.0
1058,7,2025-05-31,Education,Student loan payment,2922267.23,5,Rational,Transfer,205.0
1059,7,2025-03-15,Auto,Auto loan installment,3937983.49,5,Rational,Transfer,202.0
1060,7,2025-06-04,Deposit,Account top-up,3291687.26,3,Routine,Card,206.0
1061,7,2024-10-09,Deposit,Account top-up,2890739.63,5,Rational,Cash,206.0
1062,7,2023-03-16,Deposit,Account top-up,2177150.42,3,Planned,Cash,206.0
1063,7,2024-10-26,Deposit,Account top-up,3625691.25,3,Rational,Cash,206.0
1064,7,2024-06-10,Personal needs,Consumer loan payment,1829627.15,5,Rational,Transfer,204.0
1065,7,2024-05-02,Healthcare,Insurance payment,4500334.79,4,Rational,Transfer,208.0
1066,7,2025-01-21,Personal needs,Consumer loan payment,1036682.28,5,Rational,Card,204.0
1067,7,2024-11-16,Business,Business credit payment,1577478.99,3,Rational,Cash,203.0
1068,7,2024-09-10,Charity,Zakat payment,151077.82,3,Routine,Transfer,
1069,7,2025-09-01,Healthcare,Insurance payment,4747738.47,3,Rational,Card,208.0
1070,7,2025-04-24,Personal needs,Consumer loan payment,1677583.14,5,Planned,Transfer,204.0
1071,7,2025-03-20,Auto,Auto loan installment,3750741.34,5,Planned,Cash,202.0
1072,7,2025-01-25,Charity,Zakat payment,27372.86,5,Rational,Transfer,
1073,7,2025-10-08,Healthcare,Insurance payment,4935057.08,5,Planned,Card,208.0
1074,7,2023-09-07,Business,Business credit payment,2322457.74,4,Routine,Cash,203.0
1075,7,2025-01-01,Card,Card replenishment,3143068.27,4,Planned,Cash,207.0
1076,7,2023-08-02,Personal needs,Consumer loan payment,3188242.65,5,Routine,Card,204.0
1077,7,2023-12-07,Healthcare,Insurance payment,4043690.73,3,Rational,Card,208.0
1078,7,2025-06-19,Personal needs,Consumer loan payment,883716.1,5,Routine,Transfer,204.0
1079,7,2024-04-03,Deposit,Account top-up,1422841.5,4,Planned,Card,206.0
1080,7,2023-06-05,Personal needs,Consumer loan payment,3396754.5,5,Rational,Cash,204.0
1081,7,2023-11-13,Charity,Zakat payment,46959.5,3,Routine,Cash,
1082,7,2025-08-05,Business,Business credit payment,665044.49,3,Routine,Cash,203.0
1083,7,2023-05-07,Auto,Auto loan installment,3966424.9,3,Routine,Card,202.0
1084,7,2023-10-15,Property,Mortgage payment,4659603.73,3,Planned,Transfer,201.0
1085,7,2024-12-30,Business,Business credit payment,2514697.2,5,Routine,Transfer,203.0
1086,7,2025-04-15,Deposit,Account top-up,2490569.88,5,Planned,Cash,206.0
1087,7,2025-01-10,Education,Student loan payment,3132230.39,4,Planned,Card,205.0
1088,7,2023-08-18,Education,Student loan payment,4317282.87,3,Rational,Cash,205.0
1089,7,2024-04-26,Auto,Auto loan installment,4444625.37,5,Planned,Transfer,202.0
1090,7,2024-02-26,Auto,Auto loan installment,4831786.93,3,Routine,Card,202.0
1091,7,2023-03-13,Property,Mortgage payment,1017042.92,4,Rational,Cash,201.0
1092,7,2023-02-03,Education,Student loan payment,770253.21,4,Planned,Card,205.0
1093,7,2025-04-24,Property,Mortgage payment,3879290.02,4,Planned,Card,201.0
1094,7,2024-03-19,Auto,Auto loan installment,1375555.85,4,Rational,Transfer,202.0
1095,7,2023-07-22,Card,Card replenishment,4089889.92,4,Planned,Cash,207.0
1096,7,2025-01-28,Personal needs,Consumer loan payment,4410188.76,4,Rational,Cash,204.0
1097,7,2023-09-29,Card,Card replenishment,4119385.74,3,Routine,Card,207.0
1098,7,2024-02-13,Card,Card replenishment,431063.55,3,Rational,Transfer,207.0
1099,7,2023-12-15,Healthcare,Insurance payment,2958843.06,4,Routine,Card,208.0
1100,7,2025-05-16,Personal needs,Consumer loan payment,3598489.76,5,Routine,Transfer,204.0
1101,7,2025-04-12,Personal needs,Consumer loan payment,859239.0,5,Rational,Transfer,204.0
1102,7,2024-12-31,Personal needs,Consumer loan payment,2888542.44,3,Rational,Card,204.0
1103,7,2024-07-03,Deposit,Account top-up,3597475.89,5,Routine,Transfer,206.0
1104,7,2025-05-09,Personal needs,Consumer loan payment,1085669.27,5,Rational,Card,204.0
1105,7,2023-03-03,Healthcare,Insurance payment,81284.37,5,Rational,Cash,208.0
1106,7,2024-05-03,Business,Business credit payment,97039.26,3,Planned,Transfer,203.0
1107,7,2024-09-20,Property,Mortgage payment,2057030.53,4,Routine,Transfer,201.0
1108,7,2025-02-13,Business,Business credit payment,4758360.29,4,Routine,Cash,203.0
1109,7,2025-08-30,Business,Business credit payment,1648914.05,4,Planned,Cash,203.0
1110,7,2023-12-02,Card,Card replenishment,1881122.13,3,Routine,Transfer,207.0
1111,7,2025-02-10,Education,Student loan payment,325391.73,5,Planned,Cash,205.0
1112,7,2025-02-26,Card,Card replenishment,3619252.31,5,Routine,Card,207.0
1113,7,2025-03-29,Personal needs,Consumer loan payment,2142994.18,3,Routine,Transfer,204.0
1114,7,2023-04-19,Education,Student loan payment,1942913.09,5,Routine,Card,205.0
1115,7,2024-12-08,Property,Mortgage payment,715167.98,3,Planned,Transfer,201.0
1116,7,2024-07-01,Personal needs,Consumer loan payment,3991099.63,3,Rational,Cash,204.0
1117,7,2023-10-21,Card,Card replenishment,2660174.22,4,Planned,Card,207.0
1118,7,2023-05-30,Education,Student loan payment,4785239.96,5,Routine,Transfer,205.0
1119,7,2024-02-20,Healthcare,Insurance payment,2606359.62,5,Planned,Transfer,208.0
1120,7,2024-05-12,Personal needs,Consumer loan payment,2503806.92,5,Rational,Transfer,204.0
1121,7,2025-09-03,Auto,Auto loan installment,3003525.0,5,Planned,Card,202.0
1122,7,2025-07-14,Card,Card replenishment,2209792.45,5,Planned,Card,207.0
1123,7,2024-07-10,Personal needs,Consumer loan payment,110147.89,4,Planned,Cash,204.0
1124,7,2023-09-30,Education,Student loan payment,4469786.7,5,Rational,Card,205.0
1125,7,2024-03-24,Healthcare,Insurance payment,4092774.83,5,Routine,Transfer,208.0
1126,7,2024-07-22,Business,Business credit payment,1625408.74,4,Rational,Cash,203.0
1127,7,2024-06-22,Property,Mortgage payment,4514162.89,5,Routine,Cash,201.0
1128,7,2023-06-29,Personal needs,Consumer loan payment,1397044.69,5,Rational,Cash,204.0
1129,7,2023-05-25,Deposit,Account top-up,3326002.95,5,Rational,Cash,206.0
1130,7,2025-07-10,Charity,Zakat payment,128636.3,4,Planned,Card,
1131,7,2023-04-03,Business,Business credit payment,1049414.7,4,Rational,Card,203.0
1132,7,2024-01-24,Card,Card replenishment,1317862.16,3,Planned,Transfer,207.0
1133,7,2024-10-26,Deposit,Account top-up,2182365.81,4,Planned,Cash,206.0
1134,7,2023-12-04,Charity,Zakat payment,53090.41,5,Routine,Card,
1135,7,2024-07-27,Healthcare,Insurance payment,4954120.3,5,Routine,Transfer,208.0
1136,7,2025-07-27,Business,Business credit payment,38239.34,5,Rational,Card,203.0
1137,7,2024-11-26,Business,Business credit payment,3640035.43,4,Rational,Cash,203.0
1138,8,2024-06-26,Charity,Zakat payment,110759.39,5,Rational,Card,
1139,8,2025-09-15,Deposit,Account top-up,2461088.85,4,Routine,Transfer,206.0
1140,8,2025-03-08,Education,Student loan payment,1050015.63,5,Rational,Transfer,205.0
1141,8,2023-08-03,Property,Mortgage payment,3695866.32,4,Planned,Card,201.0
1142,8,2024-04-03,Education,Student loan payment,827272.47,3,Routine,Transfer,205.0
1143,8,2023-06-23,Card,Card replenishment,329315.97,3,Rational,Card,207.0
1144,8,2023-06-06,Deposit,Account top-up,4517129.93,4,Planned,Transfer,206.0
1145,8,2023-08-21,Business,Business credit payment,3690203.28,5,Planned,Cash,203.0
1146,8,2025-02-23,Healthcare,Insurance payment,1859177.13,5,Rational,Cash,208.0
1147,8,2025-07-21,Personal needs,Consumer loan payment,3342845.3,3,Rational,Card,204.0
1148,8,2025-08-26,Personal needs,Consumer loan payment,123532.17,5,Routine,Transfer,204.0
1149,8,2025-03-23,Property,Mortgage payment,4979310.37,3,Rational,Transfer,201.0
1150,8,2024-02-06,Property,Mortgage payment,4281545.98,4,Routine,Transfer,201.0
1151,8,2024-09-17,Healthcare,Insurance payment,3233936.42,5,Planned,Cash,208.0
1152,8,2024-05-31,Property,Mortgage payment,1725335.19,3,Planned,Cash,201.0
1153,8,2024-08-06,Personal needs,Consumer loan payment,318699.93,3,Routine,Transfer,204.0
1154,8,2025-10-10,Charity,Zakat payment,105063.11,4,Routine,Card,
1155,8,2024-04-22,Card,Card replenishment,3020492.72,3,Routine,Card,207.0
1156,8,2023-03-23,Deposit,Account top-up,765992.42,3,Planned,Transfer,206.0
1157,8,2025-07-16,Education,Student loan payment,3875837.25,4,Planned,Cash,205.0
1158,8,2024-07-05,Deposit,Account top-up,2855792.84,4,Rational,Cash,206.0
1159,8,2024-01-23,Business,Business credit payment,4511255.43,4,Planned,Card,203.0
1160,8,2023-02-11,Education,Student loan payment,297937.62,5,Rational,Transfer,205.0
1161,8,2025-05-24,Property,Mortgage payment,2663720.21,5,Routine,Transfer,201.0
1162,8,2023-02-18,Property,Mortgage payment,3919981.64,4,Routine,Transfer,201.0
1163,8,2025-09-08,Card,Card replenishment,2362084.23,3,Rational,Transfer,207.0
1164,8,2024-03-03,Healthcare,Insurance payment,3543954.2,5,Planned,Card,208.0
1165,8,2025-09-25,Healthcare,Insurance payment,1552858.74,5,Planned,Card,208.0
1166,8,2025-09-26,Personal needs,Consumer loan payment,4582105.28,3,Routine,Transfer,204.0
1167,8,2023-11-15,Property,Mortgage payment,1255458.73,4,Planned,Cash,201.0
1168,8,2024-06-10,Property,Mortgage payment,319186.12,4,Routine,Card,201.0
1169,8,2025-03-16,Property,Mortgage payment,4146454.05,3,Planned,Cash,201.0
1170,8,2023-04-16,Card,Card replenishment,754886.81,3,Planned,Cash,207.0
1171,8,2023-07-25,Auto,Auto loan installment,1903401.46,5,Rational,Card,202.0
1172,8,2025-07-10,Education,Student loan payment,3304346.71,5,Routine,Card,205.0
1173,8,2025-06-30,Deposit,Account top-up,4612507.97,4,Planned,Cash,206.0
1174,8,2024-04-20,Education,Student loan payment,3509544.83,5,Rational,Cash,205.0
1175,8,2023-02-04,Business,Business credit payment,2758251.01,3,Planned,Cash,203.0
1176,8,2025-03-09,Business,Business credit payment,2263097.03,4,Routine,Card,203.0
1177,8,2025-08-09,Education,Student loan payment,3237710.04,5,Rational,Card,205.0
1178,8,2023-04-02,Property,Mortgage payment,3673420.02,3,Rational,Cash,201.0
1179,8,2023-07-27,Property,Mortgage payment,1417740.6,4,Routine,Card,201.0
1180,8,2024-12-21,Card,Card replenishment,4751130.02,5,Planned,Cash,207.0
1181,8,2023-05-17,Business,Business credit payment,255619.99,3,Planned,Cash,203.0
1182,8,2023-03-04,Education,Student loan payment,1153198.52,5,Planned,Cash,205.0
1183,8,2025-06-23,Healthcare,Insurance payment,2052436.9,4,Routine,Cash,208.0
1184,8,2024-09-10,Property,Mortgage payment,95485.48,5,Rational,Cash,201.0
1185,8,2025-01-16,Card,Card replenishment,414948.19,3,Planned,Card,207.0
1186,8,2025-05-16,Business,Business credit payment,183899.19,5,Planned,Card,203.0
1187,8,2025-05-24,Charity,Zakat payment,71987.12,5,Routine,Cash,
1188,8,2023-10-30,Auto,Auto loan installment,4103969.41,5,Planned,Card,202.0
1189,8,2024-09-10,Healthcare,Insurance payment,37286.52,5,Routine,Cash,208.0
1190,8,2025-01-15,Business,Business credit payment,4499047.37,5,Routine,Card,203.0
1191,8,2025-05-25,Property,Mortgage payment,841102.03,5,Planned,Cash,201.0
1192,8,2023-01-29,Healthcare,Insurance payment,488746.94,5,Routine,Transfer,208.0
1193,8,2025-08-09,Personal needs,Consumer loan payment,2433764.98,5,Rational,Card,204.0
1194,8,2023-01-26,Business,Business credit payment,4779346.39,3,Planned,Cash,203.0
1195,8,2025-10-09,Property,Mortgage payment,4355669.32,4,Planned,Transfer,201.0
1196,8,2023-11-12,Education,Student loan payment,2114521.54,5,Rational,Transfer,205.0
1197,8,2024-11-15,Business,Business credit payment,3363691.69,4,Rational,Card,203.0
1198,8,2025-06-09,Business,Business credit payment,1789041.2,3,Planned,Transfer,203.0
1199,8,2023-06-22,Personal needs,Consumer loan payment,2279860.26,3,Routine,Cash,204.0
1200,8,2023-05-28,Healthcare,Insurance payment,447542.28,3,Routine,Card,208.0
1201,8,2024-01-31,Deposit,Account top-up,1963538.51,4,Rational,Card,206.0
1202,8,2024-12-12,Education,Student loan payment,3788485.76,4,Planned,Cash,205.0
1203,8,2024-09-27,Healthcare,Insurance payment,1107775.5,4,Planned,Cash,208.0
1204,8,2023-06-23,Education,Student loan payment,4646904.0,5,Routine,Card,205.0
1205,8,2023-09-19,Card,Card replenishment,4915503.93,5,Routine,Card,207.0
1206,8,2024-04-04,Charity,Zakat payment,30528.18,5,Planned,Cash,
1207,8,2023-12-10,Card,Card replenishment,1129172.09,5,Rational,Transfer,207.0
1208,8,2023-07-18,Education,Student loan payment,3218231.33,4,Planned,Cash,205.0
1209,8,2023-10-18,Business,Business credit payment,2380576.72,4,Routine,Transfer,203.0
1210,8,2024-03-16,Deposit,Account top-up,709959.32,4,Routine,Cash,206.0
1211,8,2024-02-25,Deposit,Account top-up,3691621.72,3,Planned,Transfer,206.0
1212,8,2024-08-27,Deposit,Account top-up,682261.92,4,Rational,Cash,206.0
1213,8,2023-04-10,Personal needs,Consumer loan payment,2252839.83,5,Routine,Transfer,204.0
1214,8,2023-03-05,Personal needs,Consumer loan payment,4887394.74,4,Rational,Cash,204.0
1215,8,2025-01-15,Personal needs,Consumer loan payment,3542172.81,4,Planned,Cash,204.0
1216,8,2023-01-27,Personal needs,Consumer loan payment,1786740.08,3,Planned,Transfer,204.0
1217,8,2024-08-24,Charity,Zakat payment,127784.58,5,Rational,Transfer,
1218,8,2024-01-29,Auto,Auto loan installment,4649280.92,3,Planned,Cash,202.0
1219,8,2024-05-25,Auto,Auto loan installment,2704433.94,4,Routine,Card,202.0
1220,8,2024-10-12,Charity,Zakat payment,11244.08,4,Routine,Transfer,
1221,8,2023-05-15,Personal needs,Consumer loan payment,2531808.69,4,Rational,Transfer,204.0
1222,8,2025-05-28,Auto,Auto loan installment,4649611.91,3,Planned,Transfer,202.0
1223,8,2023-11-18,Card,Card replenishment,888084.88,4,Rational,Transfer,207.0
1224,8,2023-02-04,Business,Business credit payment,2181745.08,3,Planned,Transfer,203.0
1225,8,2024-09-07,Property,Mortgage payment,2478828.55,4,Routine,Transfer,201.0
1226,8,2023-01-14,Personal needs,Consumer loan payment,4374406.33,4,Rational,Transfer,204.0
1227,8,2025-05-20,Card,Card replenishment,712775.4,4,Rational,Card,207.0
1228,8,2024-01-28,Charity,Zakat payment,68482.89,4,Planned,Cash,
1229,8,2024-01-23,Property,Mortgage payment,4879886.9,4,Routine,Transfer,201.0
1230,8,2024-11-08,Charity,Zakat payment,62140.37,3,Rational,Transfer,
1231,8,2024-07-01,Card,Card replenishment,1883216.15,4,Planned,Cash,207.0
1232,8,2025-05-03,Deposit,Account top-up,1728081.61,4,Routine,Transfer,206.0
1233,8,2025-02-01,Charity,Zakat payment,82638.5,4,Routine,Transfer,
1234,8,2024-03-07,Healthcare,Insurance payment,603612.74,5,Planned,Card,208.0
1235,8,2023-09-08,Card,Card replenishment,2219661.32,3,Rational,Transfer,207.0
1236,8,2024-01-10,Card,Card replenishment,1422849.5,3,Routine,Card,207.0
1237,8,2023-02-08,Auto,Auto loan installment,1089774.42,5,Planned,Card,202.0
1238,8,2024-09-25,Card,Card replenishment,4105896.92,4,Planned,Card,207.0
1239,8,2024-06-25,Deposit,Account top-up,2834191.67,5,Planned,Cash,206.0
1240,8,2023-08-16,Charity,Zakat payment,154848.24,5,Rational,Card,
1241,8,2023-05-20,Healthcare,Insurance payment,2682831.69,5,Rational,Transfer,208.0
1242,8,2024-12-22,Healthcare,Insurance payment,1397901.27,3,Rational,Card,208.0
1243,8,2024-01-13,Business,Business credit payment,661599.37,4,Rational,Cash,203.0
1244,8,2023-06-14,Business,Business credit payment,2933352.44,5,Planned,Cash,203.0
1245,8,2023-01-31,Education,Student loan payment,2522274.04,3,Routine,Transfer,205.0
1246,8,2023-10-21,Personal needs,Consumer loan payment,2776048.57,3,Planned,Transfer,204.0
1247,8,2024-06-14,Healthcare,Insurance payment,3271107.01,5,Routine,Card,208.0
1248,8,2024-04-28,Property,Mortgage payment,1852132.64,3,Planned,Transfer,201.0
1249,8,2023-11-14,Healthcare,Insurance payment,4385072.61,3,Rational,Cash,208.0
1250,8,2023-08-27,Personal needs,Consumer loan payment,4275980.54,4,Planned,Transfer,204.0
1251,9,2024-06-05,Auto,Auto loan installment,1940760.55,5,Routine,Transfer,202.0
1252,9,2024-03-05,Property,Mortgage payment,4381156.34,5,Rational,Cash,201.0
1253,9,2025-07-12,Charity,Zakat payment,146414.06,3,Planned,Cash,
1254,9,2024-10-04,Healthcare,Insurance payment,3453216.48,3,Routine,Card,208.0
1255,9,2023-10-28,Business,Business credit payment,492596.3,4,Rational,Transfer,203.0
1256,9,2023-06-08,Auto,Auto loan installment,725870.18,5,Routine,Card,202.0
1257,9,2023-04-22,Property,Mortgage payment,2783275.58,5,Planned,Card,201.0
1258,9,2025-08-03,Business,Business credit payment,3170840.67,4,Planned,Transfer,203.0
1259,9,2023-07-27,Personal needs,Consumer loan payment,94364.59,5,Rational,Card,204.0
1260,9,2023-02-24,Card,Card replenishment,4432243.03,3,Rational,Card,207.0
1261,9,2023-07-04,Auto,Auto loan installment,4816636.43,4,Planned,Transfer,202.0
1262,9,2024-09-25,Education,Student loan payment,3746598.53,5,Routine,Cash,205.0
1263,9,2025-03-05,Card,Card replenishment,885119.82,3,Routine,Cash,207.0
1264,9,2023-09-28,Business,Business credit payment,4014572.43,4,Planned,Card,203.0
1265,9,2025-06-11,Property,Mortgage payment,2868014.7,4,Rational,Transfer,201.0
1266,9,2023-09-18,Healthcare,Insurance payment,339502.54,5,Routine,Cash,208.0
1267,9,2023-10-01,Business,Business credit payment,2259598.21,3,Routine,Transfer,203.0
1268,9,2023-08-04,Education,Student loan payment,304506.75,3,Planned,Transfer,205.0
1269,9,2025-02-04,Personal needs,Consumer loan payment,1106513.16,4,Routine,Transfer,204.0
1270,9,2023-04-02,Personal needs,Consumer loan payment,1307134.83,3,Routine,Card,204.0
1271,9,2023-04-09,Auto,Auto loan installment,1747397.79,4,Routine,Transfer,202.0
1272,9,2025-01-08,Deposit,Account top-up,2334670.11,4,Routine,Transfer,206.0
1273,9,2025-01-04,Business,Business credit payment,1456470.52,3,Rational,Card,203.0
1274,9,2024-01-28,Personal needs,Consumer loan payment,4396196.54,5,Rational,Transfer,204.0
1275,9,2025-02-20,Auto,Auto loan installment,240627.73,5,Rational,Cash,202.0
1276,9,2025-06-14,Business,Business credit payment,4925660.12,5,Routine,Transfer,203.0
1277,9,2024-09-28,Personal needs,Consumer loan payment,3199480.01,3,Planned,Cash,204.0
1278,9,2023-10-26,Deposit,Account top-up,1968732.07,5,Rational,Cash,206.0
1279,9,2025-09-10,Auto,Auto loan installment,669800.01,4,Rational,Card,202.0
1280,9,2023-08-06,Personal needs,Consumer loan payment,2342577.47,5,Planned,Cash,204.0
1281,9,2025-05-13,Charity,Zakat payment,154155.74,5,Rational,Cash,
1282,9,2025-04-11,Education,Student loan payment,1581741.67,5,Routine,Transfer,205.0
